,cost,opt,ratio,time,V,E,R
462,48,48,1.0,0.0004108139546588063,9,36,7
463,39,38,1.0263157894736843,0.0007498539634980261,15,105,5
464,17,17,1.0,0.00022043706849217415,9,36,3
465,41,39,1.0512820512820513,0.0006820429698564112,11,55,7
466,29,28,1.0357142857142858,0.0004515420296229422,17,136,5
467,20,18,1.1111111111111112,0.00044343300396576524,18,153,4
468,23,23,1.0,0.00026102905394509435,9,36,3
469,24,24,1.0,0.0004110999871045351,11,55,6
470,44,43,1.0232558139534884,0.0005864560371264815,19,171,6
471,24,24,1.0,0.0003469610237516463,13,78,3
472,23,23,1.0,0.0003406250034458935,14,91,3
473,53,51,1.0392156862745099,0.0003591420245356858,16,120,6
474,34,32,1.0625,0.0003810979542322457,16,120,3
475,12,12,1.0,0.00024125195341184735,20,190,3
476,32,32,1.0,0.0002355279866605997,9,36,3
477,44,44,1.0,0.0003329359460622072,13,78,5
478,20,20,1.0,0.00019099004566669464,11,55,4
479,30,30,1.0,0.00018937402637675405,5,10,5
480,21,21,1.0,0.0002751760184764862,6,15,4
481,41,41,1.0,0.00033340597292408347,6,15,7
482,33,33,1.0,0.0006269629811868072,11,55,7
483,25,24,1.0416666666666667,0.0004504190292209387,20,190,4
484,31,30,1.0333333333333334,0.0003854200476780534,12,66,5
485,29,29,1.0,0.0002253259881399572,5,10,3
486,26,24,1.0833333333333333,0.0003425820032134652,20,190,3
487,43,40,1.075,0.0005103470175527036,15,105,5
488,26,26,1.0,0.0002795089967548847,11,55,6
489,27,27,1.0,0.00033390201861038804,20,190,6
490,37,37,1.0,0.00018864497542381287,5,10,4
491,14,14,1.0,0.0003199669881723821,17,136,4
492,38,38,1.0,0.00015205697854980826,5,10,5
493,26,26,1.0,0.0003310280153527856,6,15,4
494,31,31,1.0,0.0003094139974564314,11,55,3
495,35,33,1.0606060606060606,0.00033865601290017366,16,120,5
496,38,37,1.027027027027027,0.00035622494760900736,14,91,5
497,19,19,1.0,0.00017702998593449593,14,91,3
498,19,17,1.1176470588235294,0.0003209800343029201,20,190,4
499,27,25,1.08,0.0004283939488232136,20,190,4
