,cost,opt,ratio,time,V,E,R
177,52,52,1.0,0.00027350004529580474,5,4,4
178,68,68,1.0,0.00021692394511774182,15,14,2
179,72,72,1.0,0.00023090903414413333,13,12,3
180,18,18,1.0,0.0001480980427004397,3,2,2
181,70,70,1.0,0.00030168797820806503,12,11,3
182,94,94,1.0,0.0005938850226812065,13,12,7
183,34,34,1.0,0.00016173894982784986,8,7,2
184,88,88,1.0,0.00024144892813637853,15,14,2
185,4,4,1.0,0.00014943204587325454,17,16,1
186,12,12,1.0,0.00014921906404197216,3,2,2
187,80,80,1.0,0.0004573659389279783,16,15,7
188,102,102,1.0,0.0005809289868921041,12,11,6
189,98,98,1.0,0.0004350640228949487,16,15,5
190,22,22,1.0,0.0002991739893332124,9,8,2
191,128,128,1.0,0.00038968201261013746,17,16,6
192,16,16,1.0,0.00013253302313387394,3,2,1
193,56,56,1.0,0.00021518499124795198,13,12,3
194,74,74,1.0,0.0005515780067071319,16,15,4
195,102,102,1.0,0.0002962769940495491,17,16,5
196,32,32,1.0,0.00018460198771208525,5,4,4
197,100,100,1.0,0.0005268009845167398,11,10,6
198,20,20,1.0,0.00015959597658365965,10,9,2
199,58,58,1.0,0.00042110198410227895,11,10,4
200,12,12,1.0,0.00017695198766887188,5,4,3
201,32,32,1.0,0.00019920000340789557,12,11,2
202,14,14,1.0,0.00023912900360301137,5,4,3
203,144,144,1.0,0.00040600396459922194,17,16,6
204,30,30,1.0,0.00016594096086919308,4,3,2
205,88,88,1.0,0.00036012096097692847,17,16,3
206,12,12,1.0,0.00013838900486007333,15,14,1
207,58,58,1.0,0.0002080799895338714,11,10,2
208,88,88,1.0,0.00043696898501366377,11,10,7
209,32,32,1.0,0.00017248105723410845,6,5,3
210,64,64,1.0,0.0003473820397630334,8,7,7
211,36,36,1.0,0.00031196902273222804,4,3,2
212,66,66,1.0,0.00024115195265039802,10,9,3
213,74,74,1.0,0.0003018309944309294,12,11,5
214,90,90,1.0,0.0006197519833222032,11,10,7
215,46,46,1.0,0.00025286502204835415,13,12,2
216,134,134,1.0,0.0005416860221885145,13,12,6
217,84,84,1.0,0.00043888192158192396,9,8,7
218,132,132,1.0,0.0003725359565578401,16,15,4
219,78,78,1.0,0.0004648739704862237,11,10,5
220,48,48,1.0,0.0003109220415353775,12,11,2
221,20,20,1.0,0.0001389209646731615,13,12,1
222,56,56,1.0,0.0004000119515694678,9,8,6
223,14,14,1.0,0.00016305496683344245,3,2,2
224,34,34,1.0,0.00015218195039778948,3,2,2
225,18,18,1.0,0.0001388660166412592,4,3,1
226,72,72,1.0,0.0007663619471713901,12,11,5
